№,Дата,Событие,П1,П2,№,Дата,Событие,П1,П2
6654,27/02 18:00,ALTERNATE aTTaX Yoink,1.45,2.62  
6646,27/02 18:00,Copenhagen Flames Apeks,1.30,3.30  
6652,27/02 18:00,KPI Nexus,2.62,1.45  
6644,27/02 18:00,1 Lyngby Vikings Juggernauts,2.35,1.55  
6651,27/02 18:00,No Limit LDLC,2.25,1.60  
6662,27/02 19:00,Cream eXploit,1.30,3.30  
6660,27/02 19:00,Izako Boars Turkey5,3.45,1.28  
6661,27/02 19:00,Salamander Revolt,1.45,2.62  
6665,27/02 20:00,AGF LDLC,2.62,1.45  
6667,27/02 20:00,lotb x6tence,3.05,1.35  
6666,27/02 20:00,Unique Endpoint,3.20,1.32  
6691,27/02 21:00,ALTERNATE aTTaX Izako Boars,1.35,3.05  
6688,27/02 21:00,CR4ZY Veto,1.55,2.35  
6670,27/02 21:00,Cream Electrify,1.40,2.80  
6692,27/02 22:00,Unique AGF,1.44,2.65  
6693,27/02 23:00,CR4ZY Atlando,1.60,2.25  
6695,27/02 23:00,Electrify Chetz,1.87,1.87  
7203,27/02 21:00,Stifmeister Suprmode,1.50,2.48  
7213,27/02 21:00,Wygers SKADE,3.75,1.25  
7214,27/02 21:00,Ambush Copenhagen Flames,3.75,1.25  
7218,27/02 22:00,The Dabers N0Org,1.70,2.08  
